title,author,date,link,pdf_link
Data management for mobile computing,"T Imieĺinski, BR Badrinath - ACM Sigmod Record, 1993 - dl.acm.org",1993,https://dl.acm.org/citation.cfm?id=156888,"http://scholar.google.de/scholar?output=instlink&nossl=1&q=info:JWVIcSvs-6AJ:scholar.google.com/&hl=de&as_sdt=0,5&scillfp=17471581284305826719&oi=lle"
Mobile computing and databases: Anything new?,"MH Dunham, A Helal - Acm Sigmod Record, 1995 - dl.acm.org",1995,https://dl.acm.org/citation.cfm?id=219727,https://www.ime.usp.br/~weslley/cursos/redesMoveis/anythingnew.pdf
Data management for mobile computing,"E Pitoura, G Samaras - 2012 - books.google.com",2012,https://books.google.de/books?hl=de&lr=&id=90EGCAAAQBAJ&oi=fnd&pg=PR7&dq=Disconnection+management+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)&ots=qwzDS0XN5b&sig=Cw_siljMXjQMXWFC3dKECYxaeHQ,http://img3.wikia.nocookie.net/__cb20140731130305/mobile-computing-prediction/images/8/88/Data_Management.pdf
Mobile computing and databases-a survey,"D Barbará - IEEE transactions on Knowledge and Data …, 1999 - ieeexplore.ieee.org",1999,https://ieeexplore.ieee.org/abstract/document/755619/,https://ieeexplore.ieee.org/iel4/69/16382/00755619.pdf
Mobile data and transaction management,"SK Madria, M Mohania, SS Bhowmick, B Bhargava - Information Sciences, 2002 - Elsevier",2002,https://www.sciencedirect.com/science/article/pii/S0020025502001780,http://eprint.iitd.ac.in/bitstream/2074/1040/1/madriamob2002.pdf
A survey of mobile transactions,"P Serrano-Alvarado, C Roncancio, M Adiba - Distributed and Parallel …, 2004 - Springer",2004,https://link.springer.com/article/10.1023/B:DAPD.0000028552.69032.f9,https://link.springer.com/content/pdf/10.1023/B:DAPD.0000028552.69032.f9.pdf
"A survey of mobile cloud computing: architecture, applications, and approaches","HT Dinh, C Lee, D Niyato… - … and mobile computing, 2013 - Wiley Online Library",2013,https://onlinelibrary.wiley.com/doi/abs/10.1002/wcm.1203,https://onlinelibrary.wiley.com/doi/full/10.1002/wcm.1203
Supporting semantics-based transaction processing in mobile database applications,"GD Walborn, PK Chrysanthis - Reliable Distributed Systems …, 1995 - ieeexplore.ieee.org",1995,https://ieeexplore.ieee.org/abstract/document/518721/,https://ieeexplore.ieee.org/iel3/3970/11457/00518721.pdf
A mobile transaction model that captures both the data and movement behavior,"MH Dunham, A Helal, S Balakrishnan - Mobile Networks and Applications, 1997 - Springer",1997,https://link.springer.com/article/10.1023/A:1013672431080,https://link.springer.com/content/pdf/10.1023/A:1013672431080.pdf
Mobile wireless computing: Challenges in data management,"T Imielinski, BR Badrinath - Communications of the ACM, 1994 - dl.acm.org",1994,https://dl.acm.org/citation.cfm?id=194317,"http://scholar.google.de/scholar?output=instlink&nossl=1&q=info:U_KvUolTWkwJ:scholar.google.com/&hl=de&as_sdt=0,5&scillfp=14347851813119509574&oi=lle"
Pro-motion: Management of mobile transactions,"GD Walborn, PK Chrysanthis - … of the 1997 ACM symposium on Applied …, 1997 - dl.acm.org",1997,https://dl.acm.org/citation.cfm?id=331718,https://www.ht.sfc.keio.ac.jp/~ume/Paper/2PhaseRecoveryTransaction/Pro-Motion%23ManagementOfMobileTransaction.pdf
Fundamental challenges in mobile computing,"M Satyanarayanan - Proceedings of the fifteenth annual ACM …, 1996 - dl.acm.org",1996,https://dl.acm.org/citation.cfm?id=248053,http://www.dtic.mil/get-tr-doc/pdf?AD=ADA306271
Submission of transactions from mobile workstations in a cooperative multidatabase processing environment,"LH Yeo, A Zaslavsky - … Systems, 1994., Proceedings of the …, 1994 - ieeexplore.ieee.org",1994,https://ieeexplore.ieee.org/abstract/document/302439/,http://lyle.smu.edu/~mhd/8391f01/mehta2.pdf
"Mobile commerce: framework, applications and networking support","U Varshney, R Vetter - Mobile networks and Applications, 2002 - Springer",2002,https://link.springer.com/article/10.1023/A:1014570512129,https://link.springer.com/content/pdf/10.1023/A:1014570512129.pdf
A pre‐serialization transaction management technique for mobile multidatabases,"RA Dirckze, L Gruenwald - Mobile Networks and Applications, 2000 - Springer",2000,https://link.springer.com/article/10.1023/A:1019133317760,https://link.springer.com/content/pdf/10.1023/A:1019133317760.pdf
Building information systems for mobile environments,"E Pitoura, B Bhargava - … on Information and knowledge management, 1994 - dl.acm.org",1994,https://dl.acm.org/citation.cfm?id=191310,https://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=2133&context=cstech
Business models and transactions in mobile electronic commerce: requirements and properties,"A Tsalgatidou, E Pitoura - Computer Networks, 2001 - Elsevier",2001,https://www.sciencedirect.com/science/article/pii/S138912860100216X,http://www.cs.uoi.gr/~pitoura/distribution/computer-networks02.pdf
Revising transaction concepts for mobile computing,"E Pitoura, B Bhargava - Mobile Computing Systems and …, 1994 - ieeexplore.ieee.org",1994,https://ieeexplore.ieee.org/abstract/document/513477/,http://jotm.objectweb.org/related/mobile94.pdf
Distributed lock management for mobile transactions,"J Jing, O Bukhres, A Elmagarmid - … Computing Systems, 1995 …, 1995 - ieeexplore.ieee.org",1995,https://ieeexplore.ieee.org/abstract/document/500010/,https://ieeexplore.ieee.org/iel5/3728/10892/00500010.pdf
Maintaining consistency of data in mobile distributed environments,"E Pitoura, B Bhargava - … Systems, 1995., Proceedings of the …, 1995 - ieeexplore.ieee.org",1995,https://ieeexplore.ieee.org/abstract/document/500045/,https://ieeexplore.ieee.org/iel5/3728/10892/00500045.pdf
Exotica/FMDC: a workflow management system for mobile and disconnected clients,"G Alonso, R Günthör, M Kamath, D Agrawal… - Databases and Mobile …, 1996 - Springer",1996,https://link.springer.com/chapter/10.1007/978-0-585-26636-7_3,https://www.docketalarm.com/cases/PTAB/CBM2015-00099/Covered_Business_Method_Patent_Review_of_U.S._Pat._6871325/docs/03-06-2015-PET-3527/Exhibit-1012-Ex1012_Alonso_Exotica_FMDC.pdf
Experience with disconnected operation in a mobile computing environment,"M Satyanarayanan, JJ Kistler, LB Mummert… - Mobile Computing, 1993 - Springer",1993,https://link.springer.com/chapter/10.1007/978-0-585-29603-6_20,https://www.usenix.org/legacy/publications/library/proceedings/mobile93/full_papers/satyanarayanan.txt
Mobile wireless computing: Solutions and challenges in data management,"T Imielinski, BR Badrinath - 1993 - Citeseer",1993,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.55.3268&rep=rep1&type=pdf,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.55.3268&rep=rep1&type=pdf
The Bayou architecture: Support for data sharing among mobile users,"A Demers, K Petersen, M Spreitzer… - … Computing Systems …, 1994 - ieeexplore.ieee.org",1994,https://ieeexplore.ieee.org/abstract/document/4624416/,http://www.academia.edu/download/44572933/The_Bayou_Architecture_Support_for_Data_20160409-21644-1562oq8.pdf
Analyzing mobile transactions support for DBMS,"P Serrano-Alvarado, CL Roncancio… - … and Expert Systems …, 2001 - ieeexplore.ieee.org",2001,https://ieeexplore.ieee.org/abstract/document/953124/,http://www.cs.ucf.edu/~kienhua/classes/COP6730/Mobile2.pdf
Disconnection modes for mobile databases,"J Holliday, D Agrawal, A El Abbadi - Wireless Networks, 2002 - Springer",2002,https://link.springer.com/article/10.1023/A:1015542723791,https://link.springer.com/content/pdf/10.1023/A:1015542723791.pdf
Mobile commerce: a new frontier,"U Varshney, RJ Vetter, R Kalakota - Computer, 2000 - computer.org",2000,https://www.computer.org/csdl/mags/co/2000/10/rx032.pdf,https://www.csee.umbc.edu/courses/pub/WWW/courses/graduate/CMSC666/mobile_commerce.pdf
Mobile transaction management in mobisnap,"N Preguiça, C Baquero, F Moura, JL Martins… - … and Information Systems, 2000 - Springer",2000,https://link.springer.com/chapter/10.1007/3-540-44472-6_33,https://repositorium.sdum.uminho.pt/bitstream/1822/38927/1/700.pdf
An evaluation of real-time transaction management issues in mobile database systems,"E Kayan, Ö Ulusoy - The Computer Journal, 1999 - academic.oup.com",1999,https://academic.oup.com/comjnl/article-abstract/42/6/501/365474,https://academic.oup.com/comjnl/article-pdf/42/6/501/1043355/420501.pdf
A unilateral commit protocol for mobile and disconnected computing,"C Bobineau, P Pucheral… - … Computing Systems  …, 2000 - pdfs.semanticscholar.org",2000,https://pdfs.semanticscholar.org/3b11/f222c88b5ef04666976daa4af4f0c4c9694d.pdf,https://pdfs.semanticscholar.org/3b11/f222c88b5ef04666976daa4af4f0c4c9694d.pdf
A framework for the emerging mobile commerce applications,"U Varshney, R Vetter - … Sciences, 2001. Proceedings of the 34th …, 2001 - ieeexplore.ieee.org",2001,https://ieeexplore.ieee.org/abstract/document/927208/,https://www.computer.org/csdl/proceedings/hicss/2001/0981/09/09819014.pdf
Real-time transaction management in mobile computing systems,"E Kayan, O Ulusoy - dasfaa, 1999 - computer.org",1999,https://www.computer.org/csdl/proceedings/dasfaa/1999/0084/00/00840127.pdf,https://pdfs.semanticscholar.org/ca19/03385d757a6b0d171925a4c1abb5a23ac86b.pdf
Mobile cloud computing: A survey,"N Fernando, SW Loke, W Rahayu - Future generation computer systems, 2013 - Elsevier",2013,https://www.sciencedirect.com/science/article/pii/S0167739x12001318,http://www.uniroma2.it/didattica/infomob/deposito/MobileCloudComputing-Survey_FGCS2013.pdf
Opportunistic networking: data forwarding in disconnected mobile ad hoc networks,"L Pelusi, A Passarella, M Conti - IEEE communications …, 2006 - ieeexplore.ieee.org",2006,https://ieeexplore.ieee.org/abstract/document/4014485/,https://ieeexplore.ieee.org/iel5/35/4014462/04014485.pdf
Proactive power-aware cache management for mobile computing systems,"G Cao - IEEE Transactions on computers, 2002 - ieeexplore.ieee.org",2002,https://ieeexplore.ieee.org/abstract/document/1009147/,https://ieeexplore.ieee.org/iel5/12/21754/01009147.pdf
Replicated data management in mobile environments: Anything new under the Sun?,"D Barbara, H Garcia-Molina - 1993 - ilpubs.stanford.edu",1993,http://ilpubs.stanford.edu:8090/27,http://ilpubs.stanford.edu:8090/27/1/1993-1.pdf
Using semantic caching to manage location dependent data in mobile computing,"Q Ren, MH Dunham - … the 6th annual international conference on Mobile …, 2000 - dl.acm.org",2000,https://dl.acm.org/citation.cfm?id=345948,http://people.cs.aau.dk/~simas/teaching/map_download/p210-ren.pdf
Turducken: hierarchical power management for mobile devices,"J Sorber, N Banerjee, MD Corner… - … on Mobile systems …, 2005 - dl.acm.org",2005,https://dl.acm.org/citation.cfm?id=1067198,https://www.usenix.org/publications/library/proceedings/mobisys05/tech/full_papers/sorber/sorber.pdf
A transaction model for mobile computing,"SK Madria, B Bhargava - Database Engineering and …, 1998 - ieeexplore.ieee.org",1998,https://ieeexplore.ieee.org/abstract/document/694363/,https://ieeexplore.ieee.org/iel4/5670/15179/00694363.pdf
A survey on trust management for mobile ad hoc networks,"JH Cho, A Swami, R Chen - IEEE Communications Surveys & …, 2011 - ieeexplore.ieee.org",2011,https://ieeexplore.ieee.org/abstract/document/5604602/,https://ieeexplore.ieee.org/iel5/9739/6065679/05604602.pdf
System and method for providing targeted messages based on wireless mobile location,"CA Owensby - US Patent 6,647,257, 2003 - Google Patents",2003,https://patents.google.com/patent/US6647257B2/en,No PDF available
Transaction management for m-commerce at a mobile terminal,"J Veijalainen, V Terziyan, H Tirri - Electronic Commerce Research and …, 2006 - Elsevier",2006,https://www.sciencedirect.com/science/article/pii/S1567422306000135,https://www.computer.org/csdl/proceedings/hicss/2003/1874/03/187430089a.pdf
Mobile computing,"T Imielinski, HF Korth - 1996 - books.google.com",1996,https://books.google.de/books?hl=de&lr=&id=AY3RRJnMpXIC&oi=fnd&pg=PR20&dq=Disconnection+management+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)&ots=Ucn6LW5mBM&sig=FCqF2qAv9d7X9khV3KQTw0X_6Vg,No PDF available
Cache algorithms based on adaptive invalidation reports for mobile environments,"Q Hu, DL Lee - Cluster Computing, 1998 - Springer",1998,https://link.springer.com/article/10.1023/A:1019012927328,https://link.springer.com/content/pdf/10.1023/A:1019012927328.pdf
Client-server computing in mobile environments,"J Jing, AS Helal, A Elmagarmid - ACM computing surveys (CSUR), 1999 - dl.acm.org",1999,https://dl.acm.org/citation.cfm?id=319814,http://homes.dico.unimi.it/~cazzola/didattica/sistemi_distribuiti/jing_et_al.-cs_mobile.pdf
Process and article of manufacture for constructing and optimizing transaction logs for mobile file systems,"TJ Porcaro - US Patent 5,745,750, 1998 - Google Patents",1998,https://patents.google.com/patent/US5745750A/en,No PDF available
A toggle transaction management technique for mobile multidatabases,"RA Dirckze, L Gruenwald - … on Information and knowledge management, 1998 - dl.acm.org",1998,https://dl.acm.org/citation.cfm?id=288679,http://www.cs.ou.edu/~database/documents/dg98.pdf
Accessing information on demand at any location. mobile information access,"M Satyanarayanan - IEEE personal Communications, 1996 - ieeexplore.ieee.org",1996,https://ieeexplore.ieee.org/abstract/document/486973/,https://ieeexplore.ieee.org/iel4/98/10424/00486973.pdf
Sending messages to mobile users in disconnected ad-hoc wireless networks,"Q Li, D Rus - … of the 6th annual international conference on Mobile …, 2000 - dl.acm.org",2000,https://dl.acm.org/citation.cfm?id=345918,https://www.researchgate.net/profile/Daniela_Rus/publication/2436330_Sending_Messages_to_Mobile_Users_in_Disconnected_Ad-hoc_Wireless_Networks/links/56d0438508ae059e375cfad8.pdf
A two-phase commit protocol for mobile wireless environment,"N Nouali, A Doucet, H Drias - Proceedings of the 16th Australasian …, 2005 - dl.acm.org",2005,https://dl.acm.org/citation.cfm?id=1082237,http://crpit.com/confpapers/CRPITV39Nouali.pdf
Mobile ad hoc networking: imperatives and challenges,"I Chlamtac, M Conti, JJN Liu - Ad hoc networks, 2003 - Elsevier",2003,https://www.sciencedirect.com/science/article/pii/S1570870503000131,http://www.grc.upv.es/biblioteca/Mobile%20ad%20hoc%20networking%20imperatives%20and%20challenges.pdf
Transaction processing in mobile computing environment,"PK Chrysanthis - Advances in Parallel and Distributed Systems …, 1993 - ieeexplore.ieee.org",1993,https://ieeexplore.ieee.org/abstract/document/588792/,https://www.computer.org/csdl/proceedings/apads/1993/5250/00/00588792.pdf
System and method for cache management in mobile user file systems,"AA Shaheen, KK Yellepeddy - US Patent 6,032,227, 2000 - Google Patents",2000,https://patents.google.com/patent/US6032227A/en,No PDF available
