title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;nix;nix;nix;nix;;;;
Removing barriers to women entrepreneurs' engagement in decentralized sustainable energy solutions for the poor;Y Glemarec, F Bayat-Renoux, O Waissbein - AIMS Energy, 2016 - wocan.org;2016;http://www.wocan.org/sites/default/files/Women%20entrepreneurts-energy-04-00136.pdf;http://www.wocan.org/sites/default/files/Women%20entrepreneurts-energy-04-00136.pdf;context-specific+AND+decentralized+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;4;No DOI available;;;;;;;;
STRUCTURELAB: a heterogeneous bioinformatics system for RNA structure analysis;BA Shapiro, W Kasprzak - Journal of molecular graphics, 1996 - Elsevier;1996;https://www.sciencedirect.com/science/article/pii/S026378559600063X;http://scholar.google.de/scholar?output=instlink&nossl=1&q=info:M4ObuAldb6UJ:scholar.google.com/&hl=de&as_sdt=0,5&scillfp=18131534820456497926&oi=lle;context-specific+AND+decentralized+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;39;No DOI available;;;;;;;;
Professionalization of agriculture and distributed innovation for multifunctional landscapes and territorial development;SA Wolf - Agriculture and Human Values, 2008 - Springer;2008;https://link.springer.com/article/10.1007/s10460-008-9117-1;https://link.springer.com/article/10.1007/s10460-008-9117-1;context-specific+AND+decentralized+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;41;No DOI available;;;;;;;;
The management of enterprises in the People's Republic of China;SH Ang - Asia Pacific Journal of Management, 2004 - Springer;2004;http://www.springerlink.com/index/n873ut251325712m.pdf;https://link.springer.com/content/pdf/10.1023/B:APJM.0000036478.48121.5e.pdf;context-specific+AND+decentralized+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;2;No DOI available;;;;;;;;
Distributed middleware enforcement of event flow security policy;M Migliavacca, I Papagiannis, DM Eyers… - ACM/IFIP/USENIX …, 2010 - Springer;2010;https://link.springer.com/chapter/10.1007/978-3-642-16955-7_17;https://link.springer.com/content/pdf/10.1007/978-3-642-16955-7_17.pdf;context-specific+AND+decentralized+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;20;No DOI available;;;;;;;;
REVOLUTIONISING URBAN WATER MANAGEMENT;A Deletic, A Ghadouani, T H F Wong, J  Keller;2013;https://www.researchgate.net/profile/Anas_Ghadouani/publication/236986044_Revolutionising_Urban_Water_Management/links/02e7e51ad8239c8fed000000.pdf;https://www.researchgate.net/profile/Anas_Ghadouani/publication/236986044_Revolutionising_Urban_Water_Management/links/02e7e51ad8239c8fed000000.pdf;context-specific+AND+decentralized+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;6;No DOI available;;;;;;;;
The impact of varying context on value cocreation: Polar cases of Western markets and bottom of the pyramid (BoP) energy companies;J Bˆhm, L Neumann, O Gassmann - 2002 - alexandria.unisg.ch;2002;https://www.alexandria.unisg.ch/251012/1/R-D_Management_Conference_2017_Boehm_Neumann_Gassmann.pdf;https://www.alexandria.unisg.ch/251012/1/R-D_Management_Conference_2017_Boehm_Neumann_Gassmann.pdf;context-specific+AND+decentralized+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
TIME: An open platform for capturing processing and delivering transport-related data;J Bacon, AR Beresford, D Evans… - 2008 5th IEEE …, 2008 - ieeexplore.ieee.org;2008;https://ieeexplore.ieee.org/abstract/document/4446456/;https://ieeexplore.ieee.org/iel5/4446297/4446298/04446456.pdf;context-specific+AND+decentralized+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;38;No DOI available;;;;;;;;
Tribal heterogeneity and the allocation of publicly provided goods: Evidence from Yemen;D Egel - Journal of Development Economics, 2013 - Elsevier;2013;https://www.sciencedirect.com/science/article/pii/S0304387812000922;No PDF available;context-specific+AND+decentralized+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;8;No DOI available;;;;;;;;
Social capital and urban governance: adding a more contextualized 'top-down'perspective;W Maloney, G Smith, G Stoker - Political studies, 2000 - journals.sagepub.com;2000;https://journals.sagepub.com/doi/abs/10.1111/1467-9248.00284;https://onlinelibrary.wiley.com/doi/pdf/10.1111/1467-9248.00284;context-specific+AND+decentralized+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;417;No DOI available;;;;;;;;
Social innovation and governance of scale in Austria;A Novy, E Hammer, B Leubolt - Social innovation and territorial …, 2009 - books.google.com;2009;https://books.google.de/books?hl=de&lr=&id=Ors9pMYF78MC&oi=fnd&pg=PA131&dq=context-specific+AND+decentralized+composition+AND+sensitiv&ots=vNlPvg71vJ&sig=fxmpwKEE4KnGJQ3nqM4goDZGve8;http://www.applis.univ-tours.fr/scd/EPU_DA/2009ebook_McCallumetal2009_Social_Innovation%20and%20territorial%20development_Ashgate.pdf#page=148;context-specific+AND+decentralized+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;26;No DOI available;;;;;;;;
Environmental munihcence a theoretical assessment;GJ Castrogiovanni - Academy of management review, 1991 - journals.aom.org;1991;https://journals.aom.org/doi/abs/10.5465/amr.1991.4279475;https://www.jstor.org/stable/pdf/258917.pdf;context-specific+AND+decentralized+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;823;No DOI available;;;;;;;;
Reusability for trust and reputation systems;J Sänger, G Pernul - IFIP International Conference on Trust Management, 2014 - Springer;2014;https://link.springer.com/chapter/10.1007/978-3-662-43813-8_3;https://link.springer.com/content/pdf/10.1007/978-3-662-43813-8_3.pdf;context-specific+AND+decentralized+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;9;No DOI available;;;;;;;;
Corruption in S outheast A sia: a survey of recent research;K Kis‐Katos, GG Schulze - Asian‐Pacific Economic Literature, 2013 - Wiley Online Library;2013;https://onlinelibrary.wiley.com/doi/abs/10.1111/apel.12004;https://onlinelibrary.wiley.com/doi/pdf/10.1111/apel.12004;context-specific+AND+decentralized+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;36;No DOI available;;;;;;;;
What characterises the culture of a market-oriented organisation applying a customer-intimacy philosophy?;A Osarenkhoe - Journal of Database Marketing & Customer Strategy …, 2008 - Springer;2008;https://link.springer.com/article/10.1057/dbm.2008.14;https://link.springer.com/article/10.1057/dbm.2008.14;context-specific+AND+decentralized+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;21;No DOI available;;;;;;;;
From professional learning community to networked learning community;D Jackson, J Temperley - Professional learning communities …, 2007 - books.google.com;2007;https://books.google.de/books?hl=de&lr=&id=rB-hd9s60DMC&oi=fnd&pg=PA45&dq=context-specific+AND+decentralized+composition+AND+sensitiv&ots=CN2rTI14s3&sig=Ks2_ZhRMdd9Aed7Bdfy07xrC3kA;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.470.9709&rep=rep1&type=pdf;context-specific+AND+decentralized+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;196;No DOI available;;;;;;;;
An architecture to support responsive production in manufacturing companies;M Marques, C Agostinho, R Poler… - 2016 IEEE 8th …, 2016 - ieeexplore.ieee.org;2016;https://ieeexplore.ieee.org/abstract/document/7737467/;https://ieeexplore.ieee.org/iel7/7600987/7737379/07737467.pdf;context-specific+AND+decentralized+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;3;No DOI available;;;;;;;;
Investigation of demands of various stakeholders and participatory management in Zagros forests Iran;Z Mehdi, F Azhdari - Journal of Public Administration and …, 2012 - academicjournals.org;2012;http://www.academicjournals.org/app/webroot/article/article1380552940_Zandebasiri%20and%20Azhdari.pdf;http://www.academicjournals.org/app/webroot/article/article1380552940_Zandebasiri%20and%20Azhdari.pdf;context-specific+AND+decentralized+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
Fostering innovation through innovation friendly procurement practices: a case study of Danish local government procurement;D Zelenbabic - Innovation: The European Journal of Social …, 2015 - Taylor & Francis;2015;https://www.tandfonline.com/doi/abs/10.1080/13511610.2015.1056724;http://scholar.google.de/scholar?output=instlink&nossl=1&q=info:C0l_B1a_ugUJ:scholar.google.com/&hl=de&as_sdt=0,5&scillfp=16986729340482955131&oi=lle;context-specific+AND+decentralized+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;11;No DOI available;;;;;;;;
